职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
android开发工程师,股份制企业,100-499人,2019-09-20 09:08:02,本科,软件/互联网开发/系统集成,无经验,山东康威通信技术股份有限公司,5K-7K,济南,五险一金年底双薪节日福利
Android开发工程师,民营,20-99人,2019-09-20 10:06:02,本科,软件/互联网开发/系统集成,1-3年,陕西东奥德实业有限责任公司,15K-20K,西安-高新技术产业开发区,全勤奖交通补助不加班带薪年假节日福利
android开发工程师,民营,20人以下,2019-09-20 08:57:24,大专,软件/互联网开发/系统集成,3-5年,厦门联接科技有限公司,10K-15K,厦门,五险一金年底双薪带薪年假节日福利每年多次调薪
android开发,民营,1000-9999人,2019-09-20 09:44:18,本科,软件/互联网开发/系统集成,1-3年,江苏润和软件股份有限公司,12K-24K,深圳-南山区,五险一金餐补周末双休节日福利年底双薪
Android驱动工程师,民营,100-499人,2019-09-20 09:14:58,本科,软件/互联网开发/系统集成,3-5年,广州市讯码通讯科技有限公司,15K-20K,广州-番禺区,五险一金年底双薪全勤奖餐补定期体检
android安卓高级开发工程师,民营,20-99人,2019-09-20 09:26:18,大专,软件/互联网开发/系统集成,1-3年,无锡迎嘉信息技术有限公司,8K-10K,无锡,五险一金交通补助通讯补助带薪年假周末双休
Android开发工程师,民营,100-499人,2019-09-20 14:15:12,本科,软件/互联网开发/系统集成,1-3年,四川享宇金信金融科技有限公司,6K-8K,成都,节日福利五险一金绩效奖金年终分红交通补助
android高级开发工程师,民营,20-99人,2019-09-20 11:18:31,本科,软件/互联网开发/系统集成,3-5年,深圳爱卓软科技有限公司,13K-25K,深圳,五险一金年底双薪绩效奖金年终分红加班补助
android开发工程师 安卓开发工程师,民营,20-99人,2019-09-20 10:13:50,大专,IT管理/项目协调,1-3年,安徽豆米科技有限公司,8K-10K,合肥-蜀山区,每年多次调薪绩效奖金加班补助全勤奖通讯补助
android开发工程师,民营,20人以下,2019-09-20 09:56:46,本科,软件/互联网开发/系统集成,3-5年,山西甜橙互娱文化传媒有限公司,4K-6K,太原,五险一金弹性工作
Android开发工程师,合资,100-499人,2019-09-20 09:06:15,本科,软件/互联网开发/系统集成,3-5年,北京思迪康泰科技有限公司,7K-12K,北京-海淀区,五险一金加班补助带薪年假节日福利年终分红
Android程序员,股份制企业,20-99人,2019-09-20 08:31:02,学历不限,软件/互联网开发/系统集成,1-3年,河北优枫网络科技有限公司,7K-11K,石家庄,绩效奖金加班补助全勤奖餐补带薪年假
android开发工程师,民营,20-99人,2019-09-20 08:29:05,本科,软件/互联网开发/系统集成,1-3年,山东智亮软件开发有限公司,6K-8K,滨州,年终分红节日福利周末双休不加班带薪年假
android开发实习生,民营,20-99人,2019-09-20 08:28:36,本科,软件/互联网开发/系统集成,不限,山东智亮软件开发有限公司,2K-4K,滨州,年终分红节日福利周末双休不加班带薪年假
Android开发工程师,民营,20-99人,2019-09-20 14:18:36,大专,软件/互联网开发/系统集成,1-3年,上海硕诺信息科技有限公司郑州办事处,5K-8K,郑州-金水区,五险一金年底双薪餐补带薪年假弹性工作
高薪诚聘Android软件开发工程师,民营,100-499人,2019-09-20 08:23:04,学历不限,软件/互联网开发/系统集成,1-3年,山东六牛网络科技有限公司,6K-8K,临沂,绩效奖金全勤奖包住餐补员工旅游
android开发工程师,民营,20-99人,2019-09-20 09:33:14,本科,软件/互联网开发/系统集成,3-5年,天津睿科售货机制造有限公司,8K-10K,天津,节日福利包吃通讯补助每年多次调薪五险一金
移动端（Android）开发工程师,国企,1000-9999人,2019-09-20 08:29:16,本科,软件/互联网开发/系统集成,不限,天津环球磁卡股份有限公司,4K-6K,天津-河西区,五险一金带薪年假定期体检补充医疗保险周末双休
android工程师,股份制企业,1000-9999人,2019-09-20 09:07:39,本科,软件/互联网开发/系统集成,1-3年,新时代证券股份有限公司,15K-20K,北京-海淀区,五险一金带薪年假定期体检
android开发工程师,民营,100-499人,2019-09-20 10:11:04,大专,软件/互联网开发/系统集成,1-3年,陕西迪博佰通教育科技有限公司,4K-6K,西安,五险一金年底双薪全勤奖带薪年假弹性工作
android开发工程师,股份制企业,100-499人,2019-09-20 11:16:02,大专,软件/互联网开发/系统集成,1-3年,深圳市赛亿科技开发有限公司,10K-16K,深圳-宝安区,五险一金绩效奖金带薪年假员工旅游每年多次调薪
Android开发,民营,20-99人,2019-09-20 09:36:47,大专,软件/互联网开发/系统集成,3-5年,北京天创惠丰物联科技有限公司,8K-12K,北京,
android开发,民营,1000-9999人,2019-09-20 09:44:18,本科,软件/互联网开发/系统集成,1-3年,江苏润和软件股份有限公司,12K-24K,南京-雨花台区,五险一金餐补周末双休节日福利年底双薪
