职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
web前端软件开发工程师,民营,1000-9999人,2019-09-20 13:48:02,本科,软件/互联网开发/系统集成,1-3年,佳一教育（江苏）,6.5K-9.5K,南京,五险一金绩效奖金节日福利员工旅游周末双休
WEB前端工程师,民营,20-99人,2019-09-20 10:13:04,本科,软件/互联网开发/系统集成,3-5年,北京博安智联科技有限公司,7K-14K,北京,五险一金年底双薪餐补带薪年假弹性工作
web前端开发工程师,民营,100-499人,2019-09-20 13:17:21,本科,软件/互联网开发/系统集成,1-3年,河北天测信息技术有限公司,6K-8K,石家庄,五险一金年底双薪绩效奖金交通补助餐补
WEB前端开发工程师,民营,1000-9999人,2019-09-20 14:25:21,本科,软件/互联网开发/系统集成,3-5年,西安每一天便利超市连锁有限公司,7K-10K,西安,带薪年假节日福利五险一金公司重点项目大牛带队
web前端游戏开发,民营,100-499人,2019-09-20 14:26:03,大专,软件/互联网开发/系统集成,3-5年,厦门乘三乘五网络科技有限公司,15K-30K,南京,五险一金弹性工作绩效奖金员工旅游节日福利
Web前端开发工程师,民营,20人以下,2019-09-20 10:43:19,本科,软件/互联网开发/系统集成,1-3年,上海水杉网络科技有限公司,8K-10K,上海,五险一金年底双薪带薪年假员工旅游定期体检
web前端初级开发师,民营,100-499人,2019-09-20 12:25:06,中专,软件/互联网开发/系统集成,不限,广东中威国祥休闲文化发展有限公司,3.5K-5.5K,广州-天河区,五险一金年底双薪绩效奖金加班补助定期体检
WEB前端/小程序开发（助理）,民营,20-99人,2019-09-20 14:32:18,中技,软件/互联网开发/系统集成,不限,新东方信用管理有限公司,5K-7K,广州-天河区,五险一金年底双薪绩效奖金全勤奖带薪年假
web前端开发工程师,民营,20-99人,2019-09-20 11:19:04,本科,软件/互联网开发/系统集成,3-5年,广州超越通信科技有限公司,8K-10K,广州-天河区,五险一金带薪年假弹性工作定期体检通讯补助
初级web前端开发实习生,民营,不限,2019-09-20 14:22:27,大专,软件/互联网开发/系统集成,无经验,郑州创之捷电子产品有限公司,4K-6K,郑州,五险一金绩效奖金餐补包住全勤奖
web前端开发工程师,民营,20-99人,2019-09-20 10:47:40,大专,软件/互联网开发/系统集成,1-3年,河北百汇广联科技服务有限公司,4K-6K,石家庄,节日福利带薪年假定期体检周末双休定期团建
web前端游戏开发,民营,100-499人,2019-09-20 13:49:02,大专,软件/互联网开发/系统集成,3-5年,厦门乘三乘五网络科技有限公司,15K-30K,广州,五险一金弹性工作绩效奖金员工旅游节日福利
移动web前端开发工程师,民营,20-99人,2019-09-20 12:28:39,学历不限,软件/互联网开发/系统集成,3-5年,上海鸣皋教育科技有限公司,10K-15K,上海,创业公司五险一金带薪年假周末双休节日福利
web前端工程师福利多8k+,民营,不限,2019-09-20 11:11:02,大专,软件/互联网开发/系统集成,1-3年,西安人瑞人力资源服务有限公司,8K-10K,郑州,五险一金绩效奖金带薪年假节日福利高温补贴
