地区,户型,楼层高度,建筑面积/㎡,建成年代/年,装修情况,有无电梯	,挂牌价/万,成交周期/天,调价次数/次,带看次数,关注人数,浏览次数,成交价/万
昌平,1室0厅1厨1卫,顶层(共20层),46.64,2006,精装,有,300,78,1,12,68,1070,286
昌平,2室1厅1厨1卫,高楼层(共6层),97.93,2008,简装,无,379,155,1,18,222,3729,368
昌平,2室1厅1厨1卫,中楼层(共7层),79.59,2005,简装,有,405,16,1,21,18,361,396
昌平,2室1厅1厨1卫,底层(共6层),78.07,1999,简装,无,450,127,1,83,109,4025,432
昌平,3室2厅1厨2卫,中楼层(共6层),181.61,2007,精装,有,1098,331,1,13,46,7579,950
昌平,1室0厅1厨1卫,中楼层(共20层),51.11,2003,简装,有,290,120,1,12,217,4187,278
昌平,2室1厅1厨2卫,高楼层(共7层),94.02,2001,简装,无,360,206,1,16,8,302,349
昌平,2室1厅1厨1卫,中楼层(共28层),89.53,2013,毛坯,有,360,98,0,46,9,1951,350
昌平,2室1厅1厨1卫,低楼层(共6层),90.34,2002,精装,无,315,27,0,20,11,411,300
昌平,2室1厅1厨1卫,高楼层(共32层),92.16,2003,精装,有,375,18,1,59,18,638,394
昌平,3室1厅1厨1卫,中楼层(共6层),110.51,2003,精装,无,490,714,1,44,173,15623,480
昌平,2室1厅1厨1卫,高楼层(共6层),97.49,2002,精装,无,460,21,0,40,36,694,450
昌平,3室1厅1厨2卫,底层(共6层),146.71,2003,精装,无,668,150,1,60,22,1482,640
昌平,2室1厅1厨2卫,高楼层(共6层),99.72,1997,精装,无,450,243,1,16,48,5642,450
昌平,3室2厅1厨2卫,底层(共9层),138.23,2005,精装,有,608,187,1,26,48,1408,592
昌平,2室1厅1厨1卫,中楼层(共6层),63.5,1994,简装,无,246,85,1,14,59,1853,233
昌平,3室2厅1厨2卫,中楼层(共6层),127,2004,精装,有,650,16,0,16,15,479,645
昌平,2室2厅1厨1卫,底层(共11层),86.09,2011,精装,有,490,4,0,3,3,48,470
昌平,3室2厅1厨2卫,底层(共6层),119.06,2004,精装,无,565,199,1,129,174,6437,550
昌平,2室1厅1厨2卫,低楼层(共11层),89.82,未知,精装,暂无数据,505,9,0,3,13,262,489
昌平,1室0厅1厨1卫,顶层(共19层),35.93,2003,其他,有,195,61,1,6,2,35,182
昌平,2室1厅1厨1卫,高楼层(共6层),70.26,1998,简装,无,269,20,1,10,14,496,259
昌平,2室1厅1厨1卫,高楼层(共27层),98.81,2014,精装,有,485,25,1,11,10,107,482
昌平,3室1厅1厨2卫,低楼层(共6层),123.34,2006,精装,无,539,196,1,32,92,3016,512
昌平,2室1厅1厨1卫,高楼层(共6层),80.67,1995,其他,无,410,80,1,34,76,1266,404.6
昌平,2室1厅1厨1卫,顶层(共7层),93.84,2007,精装,无,275,281,1,20,71,5885,261.5
昌平,5室3厅1厨3卫,高楼层(共7层),264.92,2002,简装,无,728,243,1,28,116,5344,700
昌平,3室2厅1厨2卫,底层(共6层),125.24,1999,其他,无,480,8,0,18,11,157,466
昌平,2室1厅1厨1卫,顶层(共21层),76.98,2010,简装,有,375,93,0,10,83,2461,367
昌平,2室1厅1厨1卫,底层(共6层),70.48,1994,简装,无,365,123,1,101,153,3602,363
昌平,1室1厅1厨1卫,中楼层(共20层),64.54,2011,其他,有,175,31,1,1,0,暂无数据,160
昌平,3室2厅1厨2卫,中楼层(共6层),151.72,2005,简装,无,540,134,1,55,40,2763,528
昌平,1室0厅1厨1卫,高楼层(共17层),34.6,2010,精装,有,211,87,1,12,9,332,204.5
昌平,3室1厅1厨1卫,中楼层(共6层),101.95,1996,简装,无,338,148,1,55,77,3419,330
昌平,1室0厅1厨1卫,低楼层(共17层),37.02,2010,精装,有,223,4,0,6,0,7,209.5
昌平,1室0厅1厨1卫,底层(共11层),49.5,2008,其他,有,299,7,0,1,0,暂无数据,296
昌平,4室1厅1厨3卫,高楼层(共7层),146.56,1999,精装,无,540,140,1,34,58,2747,505
昌平,2室1厅1厨1卫,底层(共7层),90.5,2001,简装,无,455,24,0,24,17,424,445
昌平,2室1厅1厨1卫,低楼层(共28层),88.51,2009,精装,有,398,100,0,10,131,2442,390
昌平,2室1厅1厨1卫,高楼层(共7层),73.54,1999,其他,无,289,58,0,10,12,499,276.5
昌平,1室1厅1厨1卫,低楼层(共18层),56.53,2009,精装,有,175,17,0,1,14,384,168
昌平,3室2厅1厨2卫,低楼层(共20层),116.93,2008,精装,有,628,346,1,158,90,5348,606
昌平,1室1厅1厨1卫,低楼层(共6层),67,2013,其他,无,270,18,0,2,0,3,268
昌平,3室1厅1厨2卫,中楼层(共28层),123,2012,精装,有,565,9,0,5,0,14,556
昌平,2室1厅1厨1卫,底层(共11层),93.81,2007,简装,有,460,134,1,18,138,3909,445
昌平,2室1厅1厨1卫,顶层(共32层),92.12,2003,精装,有,390,7,0,4,9,208,395.5
昌平,1室1厅1厨1卫,高楼层(共21层),55.04,2010,精装,有,345,29,1,16,37,834,358
昌平,2室1厅1厨1卫,低楼层(共18层),61.89,2010,简装,有,288,71,1,29,70,1924,277
昌平,3室2厅1厨2卫,中楼层(共14层),136.02,2008,简装,有,550,171,0,41,0,1,506
昌平,1室0厅0厨0卫,顶层(共6层),44.14,2001,简装,无,255,81,1,17,24,1359,240
昌平,2室1厅1厨1卫,高楼层(共6层),86.9,2008,精装,无,390,15,1,40,34,571,393
昌平,3室1厅1厨2卫,低楼层(共9层),125.15,2008,毛坯,有,500,350,0,62,0,暂无数据,485
昌平,2室1厅1厨1卫,高楼层(共15层),84.04,2010,简装,有,365,255,1,325,1052,44849,397.3
昌平,2室1厅1厨1卫,中楼层(共21层),89.49,2009,精装,有,420,64,0,36,24,1311,415
昌平,4室2厅1厨3卫,中楼层(共4层),217.57,1999,精装,无,850,146,1,40,100,4293,830
昌平,2室1厅1厨1卫,高楼层(共33层),92.99,2002,简装,有,368,24,1,5,26,451,348
昌平,2室1厅1厨1卫,顶层(共6层),56.7,1990,精装,暂无数据,150,17,1,5,11,391,147
昌平,2室1厅1厨1卫,底层(共6层),66.26,1995,其他,无,365,14,0,40,20,178,361
昌平,3室1厅1厨2卫,中楼层(共33层),200.81,2002,精装,有,609,28,0,4,17,511,580
昌平,2室2厅1厨2卫,低楼层(共13层),134.08,2003,简装,有,475,111,1,16,21,1982,468
昌平,2室1厅1厨1卫,顶层(共6层),84.81,2004,简装,无,330,174,1,16,23,1172,320
昌平,2室1厅1厨1卫,中楼层(共32层),98.11,2002,精装,有,388,105,1,111,63,2532,392
昌平,2室1厅1厨1卫,中楼层(共17层),98.59,2001,精装,有,415,18,0,21,12,366,408
昌平,6室1厅1厨2卫,高楼层(共7层),193.02,2003,精装,无,655,265,1,34,101,5330,620
昌平,3室2厅1厨2卫,顶层(共6层),124.78,2007,精装,无,450,28,0,5,2,195,430
昌平,2室1厅1厨1卫,低楼层(共21层),103.7,2008,其他,有,449,13,0,11,4,143,425
昌平,2室1厅1厨1卫,低楼层(共20层),100.42,2007,简装,有,500,341,1,132,123,8709,486
昌平,2室2厅1厨1卫,底层(共6层),94.12,2004,精装,无,495,15,0,4,20,249,468
昌平,3室1厅1厨2卫,高楼层(共6层),124.07,2006,精装,无,539,106,1,35,48,2783,530
昌平,2室1厅1厨1卫,中楼层(共6层),97.87,2002,精装,无,468,27,1,17,56,931,445
昌平,2室1厅1厨1卫,底层(共6层),73.8,1998,精装,无,385,6,0,9,8,103,375
昌平,2室1厅1厨1卫,中楼层(共15层),82.69,2010,简装,有,400,26,0,2,3,185,362
昌平,1室0厅1厨1卫,底层(共18层),26.05,2010,简装,有,170,24,0,45,60,997,166
昌平,1室1厅1厨1卫,低楼层(共12层),68.22,2005,简装,有,405,5,0,1,0,39,393
昌平,3室1厅1厨2卫,低楼层(共13层),167.08,2003,简装,有,510,145,1,4,18,2438,500
昌平,3室1厅1厨1卫,底层(共6层),124.51,2003,简装,无,550,158,1,4,14,2340,534
昌平,1室1厅1厨1卫,中楼层(共4层),47.83,1983,精装,无,270,54,0,9,39,1370,266
昌平,3室2厅1厨2卫,高楼层(共6层),129.47,2000,简装,无,393,92,1,8,30,1808,392
昌平,3室1厅1厨1卫,中楼层(共6层),119.5,1998,其他,无,450,8,1,6,28,349,430
昌平,2室1厅1厨1卫,中楼层(共6层),88.68,2005,简装,无,448,27,1,25,25,545,435
昌平,1室0厅1厨1卫,低楼层(共18层),29.43,2010,简装,有,165,95,1,94,140,3498,161
昌平,2室1厅1厨1卫,中楼层(共6层),96.18,2003,简装,无,465,18,0,32,16,264,463
昌平,3室1厅1厨1卫,顶层(共6层),119.16,2000,精装,无,460,55,1,23,133,1297,440.7
昌平,车位,地下室,20,2011,其他,无,32,3,0,2,0,1,31
昌平,3室1厅1厨2卫,中楼层(共6层),120.39,2008,精装,无,465,17,1,16,14,260,472.5
昌平,3室2厅1厨2卫,高楼层(共7层),133.9,2003,简装,无,488,70,0,21,36,610,478
昌平,2室2厅1厨2卫,高楼层(共13层),133.88,2003,精装,有,490,239,1,30,20,547,478
昌平,3室2厅1厨1卫,高楼层(共6层),124.16,2007,其他,无,470,14,0,23,26,553,454
昌平,3室1厅1厨2卫,中楼层(共7层),131.57,2001,简装,无,510,89,1,2,20,1160,503
昌平,3室2厅1厨2卫,中楼层(共19层),171.99,2003,精装,有,555,79,0,26,41,1559,550
昌平,2室1厅1厨1卫,低楼层(共6层),52.14,1992,其他,暂无数据,190,19,0,1,10,244,170
昌平,3室1厅1厨2卫,中楼层(共11层),154.27,2008,精装,有,650,219,1,101,25,2554,628
昌平,3室1厅1厨1卫,中楼层(共14层),116.36,2013,精装,暂无数据,390,10,0,2,0,132,378
昌平,2室1厅1厨1卫,高楼层(共32层),93.2,2003,其他,有,400,20,1,27,7,159,390
昌平,2室1厅1厨1卫,中楼层(共6层),104.58,2000,简装,无,430,17,0,35,21,233,425
昌平,2室1厅1厨1卫,底层(共7层),90.51,2001,简装,无,445,73,1,39,34,2012,440
昌平,3室1厅1厨2卫,低楼层(共7层),124.94,2003,精装,无,496,69,1,133,61,3288,482.5
昌平,车位,地下室,34.07,2015,毛坯,有,26,311,1,5,12,5984,22.8
昌平,3室1厅1厨1卫,中楼层(共16层),95.8,2014,精装,有,550,137,1,51,105,4167,542
昌平,3室1厅1厨2卫,顶层(共6层),134.24,2007,简装,无,435,85,1,20,25,1129,453
昌平,2室1厅1厨1卫,高楼层(共20层),86.71,2008,精装,有,486,202,1,45,191,7774,479
昌平,3室1厅1厨2卫,底层(共6层),122.99,2002,精装,无,590,73,1,63,5,181,573
昌平,2室1厅1厨1卫,中楼层(共6层),87.85,2003,简装,无,293,62,1,22,52,1201,289
昌平,3室1厅1厨1卫,高楼层(共6层),89,1998,精装,无,267,19,1,2,7,336,260
昌平,3室1厅1厨1卫,顶层(共4层),58.95,2005,简装,暂无数据,235,173,1,34,144,3908,225
昌平,3室1厅1厨1卫,中楼层(共28层),89.79,2012,简装,有,530,74,1,64,117,2637,520
昌平,3室2厅1厨1卫,高楼层(共19层),91.01,2012,精装,有,475,47,1,24,10,973,456
昌平,2室1厅1厨1卫,高楼层(共6层),74.08,1998,精装,无,385,11,1,5,1,27,375
昌平,1室1厅1厨1卫,中楼层(共28层),60.83,2010,简装,有,362,10,0,9,10,224,352
昌平,2室1厅1厨1卫,顶层(共4层),65.64,2004,简装,无,350,4,0,3,13,131,343
昌平,3室1厅1厨2卫,中楼层(共13层),136.34,2005,精装,有,540,4,0,1,1,39,522
昌平,2室1厅1厨1卫,中楼层(共6层),79.11,1995,其他,无,364,15,1,26,30,502,360
昌平,2室1厅1厨1卫,高楼层(共6层),90.54,2000,精装,无,448,89,1,58,58,2056,440
昌平,2室1厅1厨1卫,低楼层(共6层),82.05,2002,简装,无,242,302,1,58,68,6907,234
昌平,3室2厅1厨2卫,高楼层(共6层),124.73,2006,精装,无,505,3,0,2,15,131,491
昌平,2室2厅1厨1卫,顶层(共6层),80.12,1997,简装,无,290,4,1,3,10,87,282
昌平,1室1厅1厨1卫,中楼层(共6层),66.35,2000,精装,无,335,245,1,20,34,1586,334
昌平,3室2厅1厨2卫,低楼层(共15层),143.29,2004,精装,有,515,68,1,58,8,489,498
昌平,3室2厅1厨2卫,高楼层(共14层),171.81,2003,精装,有,530,16,1,10,6,136,520
昌平,1室0厅1厨1卫,中楼层(共17层),34.06,2010,精装,有,210,17,1,21,0,7,203
昌平,1室1厅1厨1卫,底层(共5层),72.16,1999,其他,无,358,5,0,1,0,1,348
昌平,2室1厅1厨1卫,地下室(共7层),57.39,1999,简装,无,160,70,1,9,91,2557,153
昌平,3室2厅1厨2卫,中楼层(共7层),120.72,2000,简装,无,498,25,1,21,16,656,480
昌平,3室2厅1厨2卫,高楼层(共6层),124.27,2007,精装,无,450,64,0,64,35,1485,457
昌平,2室1厅1厨1卫,高楼层(共18层),91.16,2013,精装,有,512,23,1,41,8,286,505
昌平,2室1厅1厨2卫,中楼层(共7层),108.66,2007,精装,无,478,13,0,26,31,599,456
昌平,2室1厅1厨1卫,低楼层(共7层),70.93,1997,其他,无,385,5,0,11,7,80,372
昌平,2室2厅1厨1卫,高楼层(共10层),103.37,2009,精装,有,530,63,0,24,37,1869,512.5
昌平,2室2厅1厨1卫,高楼层(共18层),86.69,2010,精装,有,415,142,1,64,19,3555,394
昌平,3室1厅1厨2卫,顶层(共11层),130.4,2006,精装,有,629,122,1,166,67,3904,600
昌平,1室1厅1厨1卫,中楼层(共6层),61.99,2004,简装,无,367,55,0,62,59,1192,360
昌平,1室1厅1厨1卫,中楼层(共7层),56.69,2003,其他,无,285,4,0,2,6,62,280
昌平,3室1厅1厨1卫,底层(共6层),80.96,1997,简装,无,435,278,1,138,77,7152,426
昌平,2室1厅1厨1卫,高楼层(共6层),96.32,2000,其他,无,430,12,0,6,3,90,419
昌平,3室1厅1厨2卫,高楼层(共10层),121.94,2006,毛坯,有,500,7,0,14,12,189,494.5
昌平,3室1厅1厨1卫,底层(共6层),114.71,2003,精装,无,550,20,0,16,13,444,541
昌平,2室2厅1厨2卫,高楼层(共14层),137.76,2003,其他,有,470,15,0,11,10,254,465
昌平,2室1厅1厨1卫,高楼层(共6层),72.4,1995,简装,无,269,120,0,11,61,3017,264.5
昌平,1室1厅1厨1卫,低楼层(共15层),64.13,2010,精装,有,345,9,0,21,10,91,338
昌平,1室1厅1厨1卫,中楼层(共20层),56.77,2007,简装,有,355,23,1,6,45,691,339
昌平,3室2厅1厨2卫,中楼层(共8层),110.58,2006,精装,有,619,71,1,56,149,5116,606
昌平,3室2厅1厨2卫,中楼层(共7层),121,2000,其他,无,490,46,1,17,3,46,468
昌平,2室2厅1厨1卫,顶层(共6层),104.94,2000,简装,无,400,440,1,286,366,17750,407.5
昌平,3室1厅1厨2卫,顶层(共6层),102.04,2000,精装,无,469,179,1,33,52,1772,458
昌平,3室2厅1厨1卫,低楼层(共7层),117.71,2003,精装,无,510,9,1,16,14,282,510
昌平,2室1厅1厨1卫,中楼层(共7层),98.21,1996,精装,无,349,12,0,17,13,424,339.8
昌平,3室2厅1厨1卫,低楼层(共18层),98.54,2016,简装,暂无数据,555,101,1,49,40,6939,563
昌平,2室1厅1厨1卫,中楼层(共28层),97.99,2014,精装,有,480,16,0,21,19,471,479.5
昌平,2室1厅1厨1卫,顶层(共6层),96.35,2002,精装,无,405,16,0,3,80,472,387
昌平,2室2厅1厨1卫,顶层(共6层),100.33,2007,精装,无,398,154,1,21,46,3652,407.5
昌平,1室1厅1厨1卫,高楼层(共19层),75.1,2001,简装,有,345,15,0,9,20,240,332
昌平,1室0厅1厨1卫,低楼层(共18层),29.43,2009,精装,有,175,5,0,7,9,109,168
昌平,2室1厅1厨1卫,低楼层(共18层),114.2,2004,简装,有,415,64,1,65,44,1829,400
昌平,2室1厅1厨1卫,中楼层(共5层),58.18,未知,简装,暂无数据,185,73,1,5,3,999,178.5
昌平,3室2厅1厨3卫,高楼层(共7层),167.79,2004,精装,无,530,197,1,42,65,4988,515
昌平,2室1厅1厨1卫,顶层(共6层),98.01,2002,简装,无,433,560,1,14,67,2970,420
昌平,2室1厅1厨1卫,顶层(共6层),54.97,1989,精装,无,256,59,0,42,47,1781,245
昌平,1室1厅1厨1卫,低楼层(共9层),63.4,2011,精装,有,340,147,1,120,212,7784,346.6
昌平,2室2厅1厨1卫,中楼层(共7层),86.6,2001,精装,无,409,8,1,8,13,196,405
昌平,2室1厅1厨1卫,中楼层(共10层),86.76,2009,精装,有,468,29,1,103,99,1187,459.5
昌平,1室1厅1厨1卫,低楼层(共9层),63.09,2011,简装,暂无数据,340,105,1,11,7,55,351.7
昌平,2室1厅1厨1卫,底层(共6层),73.74,1995,简装,无,380,314,1,92,158,5301,370
昌平,2室3厅1厨1卫,底层(共5层),55.36,1994,精装,暂无数据,265,12,0,8,0,5,260
昌平,2室1厅1厨1卫,低楼层(共28层),97.22,2014,简装,有,475,253,1,230,37,4006,460
昌平,3室2厅1厨2卫,中楼层(共7层),133.48,2005,精装,无,540,490,1,8,5,891,516
昌平,2室1厅1厨1卫,高楼层(共6层),79.34,2004,简装,有,450,159,1,111,71,3370,435
昌平,2室1厅1厨1卫,中楼层(共6层),90.4,2005,精装,无,449,10,0,24,19,284,436
昌平,2室1厅1厨1卫,顶层(共6层),85.48,2000,其他,无,400,10,0,41,14,324,395
昌平,2室1厅1厨1卫,高楼层(共15层),95.25,2012,简装,暂无数据,350,229,1,1,12,1103,336
昌平,2室2厅1厨1卫,中楼层(共7层),86.62,1996,精装,无,320,26,1,3,25,476,296
昌平,1室0厅1厨1卫,高楼层(共19层),51.11,2011,精装,有,155,5,0,4,5,110,148
昌平,2室1厅1厨1卫,中楼层(共4层),52.36,1994,简装,暂无数据,230,176,1,17,76,4106,222
昌平,2室1厅1厨2卫,低楼层(共13层),115.73,2005,精装,有,430,16,1,7,7,220,419
昌平,2室1厅1厨1卫,中楼层(共5层),90.3,2001,其他,无,305,3,0,4,5,26,310
昌平,1室1厅1厨1卫,中楼层(共7层),58.79,2003,简装,无,259,125,1,73,55,4015,252
昌平,2室1厅1厨1卫,顶层(共11层),86.28,2006,精装,有,465,168,1,305,140,6330,450
昌平,1室1厅1厨1卫,高楼层(共20层),70.21,2006,精装,有,392,84,1,20,40,1835,385
昌平,3室1厅1厨2卫,中楼层(共7层),121.73,2003,精装,无,560,16,0,11,16,343,539
昌平,2室1厅1厨1卫,高楼层(共6层),91.1,2004,简装,无,365,20,1,7,13,450,358.2
昌平,2室2厅1厨1卫,中楼层(共7层),110.52,2001,简装,无,370,884,1,11,279,11907,370
昌平,2室1厅1厨1卫,中楼层(共17层),106.67,2001,精装,有,425,57,0,26,27,1002,412.5
昌平,1室0厅1厨1卫,高楼层(共18层),35.51,2010,精装,有,208,58,1,11,0,9,202
昌平,3室1厅1厨1卫,高楼层(共34层),110.24,2014,精装,有,550,25,1,27,25,292,533.8
昌平,3室2厅1厨1卫,低楼层(共10层),96.41,2014,精装,有,443,94,0,4,0,2,428
昌平,3室1厅1厨1卫,低楼层(共6层),74.21,1984,其他,无,275,8,1,2,1,114,262
昌平,1室1厅1厨1卫,中楼层(共6层),44.14,2001,其他,无,260,166,1,5,1,216,254
昌平,3室1厅1厨1卫,低楼层(共15层),88.52,2010,其他,有,410,62,0,18,51,1409,370
昌平,3室1厅1厨1卫,地下室(共8层),94.62,2007,简装,有,310,363,1,16,116,9009,300
昌平,3室2厅1厨2卫,低楼层(共6层),140.78,2002,其他,无,506,2,0,8,5,46,485.8
昌平,2室1厅1厨1卫,底层(共6层),61.01,1993,简装,无,274,137,1,55,24,3163,271.5
昌平,2室2厅1厨1卫,顶层(共6层),103.92,1999,精装,无,315,6,0,2,5,95,300
昌平,2室2厅1厨2卫,中楼层(共7层),107.16,2001,精装,无,365,57,1,10,13,487,360
昌平,3室1厅1厨2卫,底层(共7层),127.38,2001,精装,无,549,187,1,126,81,5219,536
昌平,3室2厅1厨2卫,底层(共6层),140.81,2002,精装,无,550,16,0,5,21,344,509
昌平,2室1厅1厨1卫,高楼层(共6层),107.4,1999,其他,无,290,325,1,7,8,1318,285
昌平,1室0厅1厨1卫,高楼层(共18层),25.44,2010,精装,有,160,210,1,77,181,7383,160
昌平,车位,地下室,28.4,2009,其他,无,21,65,0,1,0,暂无数据,20
昌平,1室0厅1厨1卫,中楼层(共7层),34.12,2003,简装,有,187.5,57,1,17,4,333,183.5
昌平,2室1厅1厨1卫,中楼层(共6层),95.25,2000,简装,无,446,9,0,12,0,4,458.3
昌平,2室1厅1厨1卫,中楼层(共7层),76.91,2001,精装,无,380,23,1,34,6,166,369.5
昌平,车位,地下室,35.23,2009,其他,无,23,4,0,1,0,暂无数据,21
昌平,3室1厅1厨1卫,低楼层(共18层),108.95,2011,精装,有,580,209,1,34,19,1781,553
昌平,3室2厅1厨1卫,中楼层(共6层),103.27,2000,简装,无,459,46,1,44,33,746,455
昌平,1室0厅1厨1卫,中楼层(共18层),42.8,2009,其他,有,137,8,0,2,6,暂无数据,132
昌平,1室1厅1厨1卫,高楼层(共18层),62.27,2009,简装,有,356,322,1,105,206,9587,335
昌平,2室1厅1厨1卫,中楼层(共6层),93.57,2000,精装,无,430,161,1,190,70,4376,424
昌平,1室0厅1厨1卫,低楼层(共18层),33.76,2010,简装,有,180,100,1,1,35,2350,178
昌平,3室1厅1厨1卫,低楼层(共7层),116.48,2003,简装,无,525,212,1,83,61,6162,510
昌平,2室1厅1厨1卫,高楼层(共28层),79.9,2010,简装,有,425,13,0,8,9,281,403
昌平,3室1厅1厨2卫,中楼层(共11层),130.4,2006,其他,有,640,132,1,236,55,4195,636
昌平,车位,地下室,34.07,2015,毛坯,有,28,364,1,4,0,1,23.7
昌平,1室0厅0厨1卫,低楼层(共28层),18,2011,其他,有,40,362,0,2,0,暂无数据,39.6
昌平,3室2厅1厨2卫,高楼层(共9层),141.07,2005,精装,有,735,1093,1,115,44,1413,725
昌平,2室1厅1厨1卫,高楼层(共27层),84.62,2008,简装,有,275,85,0,26,37,1561,262
昌平,2室1厅1厨1卫,中楼层(共17层),98.59,2001,精装,有,408,133,1,24,18,2655,396
昌平,2室1厅1厨2卫,低楼层(共7层),88.89,2003,精装,无,375,213,1,3,38,2402,361
昌平,2室1厅1厨1卫,中楼层(共19层),106.1,2001,精装,有,426,22,0,57,42,900,418
昌平,2室1厅1厨1卫,中楼层(共6层),71.61,1996,其他,无,275,27,0,0,36,421,272
昌平,2室1厅1厨2卫,底层(共6层),118.7,2002,精装,无,460,233,1,9,24,3378,450
昌平,2室1厅1厨1卫,顶层(共16层),89.51,2009,简装,有,408,16,0,71,54,749,380
昌平,2室1厅1厨1卫,中楼层(共6层),85.45,2004,精装,无,373,233,1,12,0,暂无数据,362
昌平,2室1厅1厨2卫,中楼层(共7层),112.76,2003,精装,无,421,56,1,25,37,1415,411.5
昌平,1室0厅1厨1卫,低楼层(共20层),61.76,2011,精装,有,180,426,1,17,101,9156,176
昌平,2室1厅1厨1卫,中楼层(共29层),94.05,2004,其他,有,425,158,1,14,22,1566,420
昌平,2室1厅1厨1卫,中楼层(共6层),58.8,1990,精装,无,266,26,1,8,14,493,258.5
昌平,2室1厅1厨1卫,中楼层(共7层),91.12,2001,其他,无,418,58,1,2,14,1086,407
昌平,1室1厅1厨1卫,中楼层(共7层),55.15,2000,精装,无,238,136,0,3,92,3105,205
昌平,3室1厅1厨1卫,中楼层(共7层),99.81,2003,简装,无,480,16,0,8,8,313,475
昌平,2室1厅1厨1卫,中楼层(共29层),87.31,2004,精装,有,405,119,0,78,50,1929,392
昌平,2室1厅1厨1卫,中楼层(共8层),97.55,2013,精装,有,459,222,1,123,86,6694,436
昌平,2室1厅1厨2卫,中楼层(共7层),88.36,2003,精装,无,368,21,1,47,31,612,365
昌平,3室1厅1厨2卫,底层(共7层),129.21,2000,精装,无,499,177,1,66,36,3453,481
昌平,2室2厅1厨1卫,顶层(共6层),74.22,2000,简装,无,285,134,1,41,92,3651,278
昌平,5室2厅1厨2卫,高楼层(共7层),193.02,2003,简装,无,599,339,1,5,1,7,552
昌平,3室2厅1厨2卫,顶层(共4层),111.83,2004,简装,无,495,215,1,6,88,4703,470
昌平,2室1厅1厨1卫,高楼层(共21层),87.79,2009,简装,有,410,57,0,59,27,591,400.5
昌平,5室2厅1厨4卫,底层(共13层),206.09,2005,简装,有,509,368,1,14,95,8177,489.5
昌平,1室1厅1厨1卫,底层(共19层),75.1,2001,简装,有,268,335,1,28,474,14388,265
昌平,2室1厅1厨1卫,高楼层(共6层),71.28,1995,简装,无,358,76,1,59,24,1265,368
昌平,3室1厅1厨1卫,底层(共6层),119.17,2006,精装,无,530,258,1,45,46,4531,515
昌平,3室2厅1厨2卫,中楼层(共7层),117.27,2003,精装,无,580,25,1,9,2,94,543
昌平,3室2厅1厨2卫,低楼层(共6层),150.83,2004,简装,无,580,149,1,33,48,3866,560
昌平,2室1厅1厨1卫,中楼层(共6层),97.45,2008,简装,无,438,21,0,20,24,440,420
昌平,2室1厅1厨1卫,低楼层(共21层),84.81,2013,其他,有,376,120,1,14,13,2602,365.8
昌平,3室2厅1厨2卫,中楼层(共6层),129.54,2005,简装,无,546,164,1,89,34,4140,544.5
昌平,2室1厅1厨1卫,低楼层(共20层),86.3,2007,简装,有,493,211,1,191,162,10376,479
昌平,3室1厅1厨2卫,中楼层(共4层),134.72,2004,精装,无,400,102,1,4,38,1996,390
昌平,1室0厅1厨1卫,低楼层(共11层),46.11,2006,精装,有,320,7,0,4,14,223,308
昌平,2室1厅1厨1卫,顶层(共6层),78.04,2004,精装,无,378,48,0,27,119,1313,370
昌平,3室1厅1厨2卫,低楼层(共6层),127.08,2002,其他,无,568,26,1,16,8,497,550
昌平,1室0厅1厨1卫,中楼层(共6层),38.48,2003,其他,无,208,153,1,41,35,2766,205
昌平,1室1厅1厨1卫,低楼层(共15层),66.89,2013,精装,暂无数据,255,152,1,7,91,3193,253
昌平,2室1厅1厨1卫,低楼层(共6层),85.24,1998,其他,无,330,9,0,5,6,108,313
昌平,3室1厅1厨1卫,底层(共7层),115.77,2004,精装,无,465,230,1,241,208,6500,449
昌平,1室1厅1厨1卫,高楼层(共6层),59.15,2004,精装,无,328,175,1,24,352,6025,323
昌平,1室1厅1厨1卫,中楼层(共16层),57.54,2009,其他,有,185,5,0,0,0,暂无数据,180
昌平,2室1厅1厨1卫,高楼层(共18层),83.91,2015,精装,有,383,215,1,59,21,5606,376
昌平,3室1厅1厨2卫,中楼层(共6层),116.63,2000,简装,无,490,251,1,13,33,4183,470
昌平,3室1厅1厨2卫,底层(共7层),129.58,2002,简装,无,538,138,1,10,0,13,500
昌平,3室1厅1厨1卫,中楼层(共7层),87.16,2005,精装,无,453,302,1,235,161,3430,450
昌平,2室1厅1厨1卫,高楼层(共12层),100.17,2005,简装,有,360,95,1,3,12,2058,330
昌平,4室2厅1厨2卫,中楼层(共13层),158.32,2001,毛坯,有,570,101,1,54,16,710,540
昌平,2室1厅1厨2卫,中楼层(共19层),136.16,2003,精装,有,440,518,1,49,36,1464,433
昌平,3室2厅1厨2卫,中楼层(共11层),160,2001,精装,有,630,34,0,5,3,230,603
昌平,2室1厅1厨1卫,中楼层(共7层),112.72,2001,简装,无,425,119,1,41,56,3108,412
昌平,2室2厅1厨1卫,中楼层(共7层),97.4,1996,简装,无,340,25,0,15,2,12,338
昌平,2室1厅1厨1卫,底层(共6层),94.4,2005,精装,无,480,19,0,31,26,313,465
昌平,1室0厅0厨1卫,中楼层(共18层),26.16,2009,精装,有,165,21,1,19,17,428,160
昌平,2室1厅1厨1卫,顶层(共6层),97.92,2008,其他,无,420,47,0,30,7,437,410
昌平,2室1厅1厨1卫,中楼层(共11层),86.23,2011,简装,有,490,268,1,330,157,9151,455.9
