地区,户型,楼层高度,建筑面积/㎡,建成年代/年,装修情况,有无电梯	,挂牌价/万,成交周期/天,调价次数/次,带看次数,关注人数,浏览次数,成交价/万
东城,2室1厅1厨1卫,低楼层(共6层),57.3,1987,精装,无,410,58,0,31,70,1062,399.5
东城,1室1厅1厨1卫,底层(共11层),47.7,2006,精装,有,388,315,1,73,267,3877,386
东城,1室1厅1厨1卫,高楼层(共18层),46.79,2005,其他,有,465,16,0,3,6,274,458
东城,1室1厅1厨1卫,中楼层(共4层),36.31,1981,精装,无,300,14,0,1,48,239,300
东城,1室1厅1厨1卫,低楼层(共22层),70.69,2013,精装,有,680,35,1,4,11,727,664
东城,3室1厅1厨1卫,高楼层(共20层),80.54,1993,简装,有,750,285,0,38,73,7342,726
东城,2室1厅1厨1卫,中楼层(共6层),68.54,1979,简装,暂无数据,530,29,1,28,66,832,515
东城,3室1厅1厨2卫,中楼层(共27层),174.97,2009,精装,有,1800,372,1,89,156,10989,1720
东城,1室1厅1厨1卫,中楼层(共17层),37.09,2006,简装,有,440,161,1,3,36,1140,433
东城,3室2厅1厨2卫,顶层(共13层),211.29,2006,精装,有,2520,357,1,29,131,11587,2335
东城,2室1厅1厨1卫,低楼层(共3层),56.04,1988,简装,无,600,71,1,4,20,568,588
东城,3室2厅1厨1卫,高楼层(共6层),107.03,1993,其他,无,885,549,1,120,242,10540,850
东城,2室2厅1厨1卫,中楼层(共21层),106.08,2005,其他,有,850,5,0,4,0,1,800
东城,2室1厅1厨1卫,地下室(共5层),55.7,2002,简装,无,328,32,0,0,18,447,308
东城,1室1厅1厨1卫,底层(共16层),66.1,2006,精装,有,565,223,1,88,111,5562,558
东城,1室0厅1厨1卫,低楼层(共12层),34.22,2002,其他,有,416,397,0,26,0,14,412.8
东城,2室1厅1厨1卫,高楼层(共7层),57.63,1988,其他,暂无数据,580,9,1,1,0,暂无数据,500
东城,1室1厅1厨1卫,高楼层(共29层),51.35,2009,简装,有,460,7,0,11,10,71,440
东城,2室1厅1厨1卫,高楼层(共18层),63.75,2005,精装,有,580,90,1,35,50,1083,570
东城,2室1厅1厨1卫,中楼层(共9层),71.64,1994,精装,有,505,42,1,7,36,407,486
东城,1室1厅1厨1卫,高楼层(共6层),31.15,1988,简装,无,450,25,0,7,11,529,402
东城,1室1厅1厨1卫,中楼层(共6层),40.42,1990,毛坯,无,445,6,0,1,13,110,435
东城,2室1厅1厨1卫,中楼层(共7层),61.26,1991,其他,无,562,155,0,37,64,1586,539.5
东城,1室1厅1厨1卫,中楼层(共5层),38.35,1985,简装,无,495,454,1,31,162,13032,456
东城,2室1厅1厨1卫,高楼层(共12层),83.6,2009,其他,有,580,3,0,5,0,5,573
东城,2室1厅1厨1卫,低楼层(共3层),56.04,1988,简装,无,590,10,0,5,29,385,586
东城,2室1厅1厨1卫,中楼层(共17层),62.48,1988,简装,有,549,71,1,42,72,1852,525
东城,3室1厅1厨1卫,高楼层(共16层),96.98,2003,毛坯,有,990,38,0,5,9,496,937
东城,2室1厅1厨1卫,中楼层(共18层),65.35,2005,简装,有,570,3,0,5,0,3,560
东城,2室1厅1厨1卫,中楼层(共16层),83.4,2005,精装,有,855,130,1,234,163,5531,823
东城,1室1厅1厨1卫,高楼层(共14层),43.47,1988,其他,有,480,14,0,12,5,105,455
东城,3室2厅1厨2卫,底层(共22层),135.66,2013,精装,有,1100,370,1,7,49,9470,985
东城,2室1厅1厨1卫,顶层(共21层),106.08,2005,简装,有,740,131,1,155,82,4054,710
东城,3室1厅1厨1卫,低楼层(共21层),98.38,1995,简装,有,580,224,0,57,264,11746,553
东城,1室1厅1厨1卫,低楼层(共15层),66.61,2008,精装,有,660,25,1,16,11,781,643.5
东城,4室1厅1厨2卫,底层(共6层),281.14,2000,毛坯,无,1550,296,1,39,55,6563,1395
东城,2室1厅1厨1卫,低楼层(共18层),72.52,1997,简装,有,800,6,0,3,1,105,722
东城,1室1厅1厨1卫,高楼层(共18层),48.5,2002,简装,有,520,4,0,5,3,19,510
东城,3室1厅1厨1卫,中楼层(共18层),93.66,1991,简装,有,830,18,0,20,28,667,800
东城,2室1厅1厨1卫,中楼层(共6层),55.7,1987,精装,无,660,59,1,59,4,294,633
东城,3室1厅1厨2卫,高楼层(共15层),161.49,2004,精装,有,1810,94,1,8,37,2307,1699
东城,2室1厅1厨1卫,高楼层(共22层),76.51,2000,简装,有,550,22,0,8,0,2,538
东城,2室1厅1厨1卫,中楼层(共6层),68.6,2003,简装,无,720,600,1,110,181,14488,680
东城,1室1厅1厨1卫,中楼层(共11层),56.91,2005,简装,有,418,99,0,139,81,2853,408
东城,2室1厅1厨1卫,中楼层(共6层),59.67,1993,精装,无,425,9,0,2,35,286,412
东城,2室1厅1厨1卫,中楼层(共14层),62.75,1987,精装,有,608,144,1,5,16,418,595
东城,4室1厅1厨2卫,底层(共6层),282.54,2000,毛坯,无,1555,296,1,9,8,163,1380
东城,2室1厅1厨1卫,中楼层(共6层),50.37,1970,其他,暂无数据,420,8,0,3,0,1,412
东城,1室1厅1厨1卫,中楼层(共6层),47.38,1986,精装,无,450,3,0,4,7,45,445
东城,2室1厅1厨1卫,顶层(共14层),64.62,1986,简装,有,520,232,1,117,81,7022,500
东城,2室1厅1厨2卫,中楼层(共25层),111.49,2003,简装,有,770,44,0,4,36,971,750
东城,1室1厅1厨1卫,低楼层(共6层),41.97,1990,简装,无,360,9,0,24,19,303,355
东城,2室1厅1厨1卫,高楼层(共12层),60.08,2009,简装,有,515,346,1,194,443,12969,508.8
东城,3室1厅1厨2卫,高楼层(共6层),129.82,2000,简装,无,1099,160,1,15,41,3731,1059
东城,2室1厅1厨1卫,高楼层(共6层),88.95,2000,精装,无,850,182,1,67,85,5584,818
东城,3室1厅1厨2卫,顶层(共11层),97.36,2005,精装,有,660,199,1,19,40,962,660
东城,2室1厅1厨1卫,顶层(共6层),50.9,1980,其他,无,460,2,0,5,0,3,457
东城,2室1厅1厨1卫,顶层(共6层),57.79,1990,精装,无,590,233,1,8,56,2249,573
东城,1室1厅1厨1卫,中楼层(共6层),49.51,1994,简装,无,465,59,1,38,51,1318,450
东城,3室2厅1厨1卫,顶层(共5层),98.11,1990,简装,无,929,358,1,56,118,9284,890
东城,2室1厅1厨1卫,中楼层(共6层),52.93,1970,精装,暂无数据,380,4,0,6,17,157,378
东城,1室1厅1厨1卫,高楼层(共20层),38.28,1989,其他,暂无数据,270,2,0,2,9,105,260
东城,2室1厅1厨1卫,中楼层(共16层),79.99,2007,简装,有,760,4,0,3,3,100,732
东城,2室1厅1厨1卫,中楼层(共16层),61.61,1992,简装,有,660,104,1,70,59,2712,620
东城,1室1厅1厨1卫,高楼层(共6层),58.79,2006,精装,有,640,345,1,42,46,4056,625
东城,2室1厅1厨1卫,低楼层(共11层),81.93,2005,精装,有,569,21,1,19,25,604,538
东城,1室1厅1厨1卫,高楼层(共11层),66.55,2002,简装,有,445,8,0,1,5,56,435
东城,2室1厅1厨1卫,中楼层(共5层),58.6,1980,简装,无,586,144,1,16,15,687,526
东城,2室1厅1厨1卫,低楼层(共9层),92.23,2003,精装,有,1030,183,1,258,108,8162,1000
东城,2室1厅1厨1卫,高楼层(共14层),69.61,2000,简装,有,650,53,0,118,55,1498,638
东城,1室1厅1厨1卫,中楼层(共14层),43.5,1990,其他,有,428,16,1,1,2,85,423.5
东城,1室1厅1厨1卫,低楼层(共18层),61.9,2004,简装,有,495,331,1,20,50,3784,485
东城,2室1厅1厨1卫,底层(共5层),54,1978,其他,无,496,15,0,11,0,1,478
东城,2室1厅1厨1卫,中楼层(共10层),65.51,1992,简装,有,660,11,1,25,11,210,620
东城,1室1厅1厨1卫,高楼层(共16层),46.95,1992,其他,有,440,36,1,6,1,11,430
东城,2室1厅1厨1卫,中楼层(共6层),60.1,1990,其他,无,670,42,1,4,1,39,660
东城,2室1厅1厨1卫,底层(共7层),118.21,2003,其他,有,1400,34,0,7,0,4,1275
东城,3室1厅1厨1卫,高楼层(共6层),65.94,1994,简装,无,668,37,1,17,18,531,606
东城,3室1厅1厨1卫,中楼层(共5层),56.6,1970,其他,无,470,24,0,14,53,681,445
东城,2室2厅1厨1卫,低楼层(共29层),71.15,2009,简装,有,575,190,1,123,109,1673,562
东城,1室1厅1厨1卫,顶层(共6层),43.54,1985,精装,无,420,8,0,11,11,229,420
东城,2室1厅1厨1卫,高楼层(共6层),77.44,1992,精装,无,768,66,0,23,95,1674,740
东城,1室1厅1厨1卫,低楼层(共12层),47.11,2003,精装,有,410,5,0,12,12,179,390
东城,1室0厅1厨1卫,中楼层(共15层),31.62,2008,精装,有,440,17,1,6,11,366,421
东城,2室1厅1厨1卫,中楼层(共5层),50.52,1985,简装,暂无数据,650,30,0,10,0,10,639
东城,2室1厅1厨1卫,中楼层(共5层),57.75,1988,精装,无,638,333,1,78,154,9003,616
东城,1室0厅1厨1卫,高楼层(共23层),51.83,2005,其他,有,553,87,1,8,0,暂无数据,550
东城,1室1厅1厨1卫,中楼层(共6层),37.31,1990,精装,无,299,16,0,5,63,666,297
东城,2室1厅1厨1卫,低楼层(共17层),74.62,1980,简装,有,608,615,1,75,148,7606,590
东城,2室1厅1厨1卫,中楼层(共6层),72.35,1999,精装,无,520,284,1,26,113,4608,515
东城,3室1厅1厨1卫,中楼层(共6层),82.41,1990,精装,无,1100,34,0,46,56,1199,1058
东城,1室1厅1厨1卫,中楼层(共18层),46.34,1988,精装,有,490,50,1,50,43,1191,469
东城,2室1厅1厨1卫,中楼层(共5层),47.3,1985,简装,无,709,463,1,30,130,14414,695
东城,1室0厅1厨1卫,高楼层(共22层),44.85,2007,其他,有,535,47,1,58,31,702,510.8
东城,3室1厅1厨1卫,顶层(共3层),73.59,1991,精装,无,1090,45,0,15,56,1193,1053
东城,3室1厅1厨1卫,底层(共6层),70.95,1996,简装,无,750,63,1,57,42,1779,730
东城,1室1厅1厨1卫,中楼层(共12层),60.77,2002,简装,有,600,26,0,2,1,42,592
东城,2室2厅1厨1卫,中楼层(共12层),100.06,2009,精装,有,760,43,0,31,120,1379,738
东城,2室1厅1厨1卫,顶层(共5层),45.88,1985,简装,无,630,22,1,10,10,406,600
东城,3室1厅1厨1卫,顶层(共16层),89.34,2003,其他,有,1000,6,0,3,0,11,868
东城,1室1厅1厨1卫,底层(共10层),60.29,2005,简装,有,415,80,0,11,136,2383,400.6
东城,2室1厅1厨1卫,高楼层(共16层),88.63,2007,简装,有,920,44,1,14,8,882,902
东城,2室1厅1厨1卫,中楼层(共7层),58.4,1990,精装,无,500,102,1,17,67,2832,481
东城,2室1厅1厨1卫,底层(共5层),45.59,1970,简装,无,390,19,1,6,48,586,387.5
东城,4室2厅1厨3卫,高楼层(共18层),227.94,1996,简装,有,1730,25,0,4,3,134,1700
东城,1室1厅1厨1卫,中楼层(共6层),48.36,1990,精装,无,430,63,0,16,27,1168,415
东城,3室1厅1厨1卫,中楼层(共18层),82.61,1997,简装,有,950,15,0,5,11,349,929
东城,1室1厅1厨1卫,中楼层(共15层),63.25,2008,精装,有,560,49,1,23,17,1240,557.5
东城,3室1厅1厨1卫,低楼层(共22层),99.52,2004,精装,有,836,5,0,3,4,93,811
东城,2室1厅1厨1卫,中楼层(共12层),56.07,1983,简装,暂无数据,439,26,1,2,35,596,420
东城,1室1厅1厨1卫,中楼层(共19层),55.81,2003,精装,有,565,33,1,0,6,481,530
东城,2室1厅1厨1卫,高楼层(共14层),67.1,1990,简装,有,560,33,1,6,3,8,539.5
东城,1室1厅1厨1卫,高楼层(共6层),38.32,1988,其他,无,460,3,0,2,0,3,455
东城,1室1厅1厨1卫,低楼层(共6层),41.23,1994,精装,无,468,19,1,27,15,478,450
东城,1室1厅1厨1卫,低楼层(共27层),75.17,2004,精装,有,498,294,1,2,91,6610,480
东城,3室2厅1厨2卫,高楼层(共14层),149.05,1996,简装,有,920,111,0,7,0,1,900
东城,1室1厅1厨1卫,中楼层(共12层),60.77,2002,简装,有,610,8,0,42,24,440,590
东城,1室1厅1厨1卫,中楼层(共19层),75.19,2004,精装,有,750,6,0,0,6,130,729
东城,1室0厅1厨1卫,顶层(共12层),34.95,2002,精装,有,420,11,0,16,1,4,410.5
东城,2室1厅1厨1卫,高楼层(共11层),82.09,2005,精装,有,630,7,0,8,21,201,608
东城,3室1厅1厨1卫,顶层(共6层),90.53,2002,简装,暂无数据,895,114,0,29,49,3391,860
东城,2室1厅1厨1卫,中楼层(共6层),62.39,1988,简装,无,620,13,0,4,0,2,607
东城,1室1厅1厨1卫,高楼层(共16层),48.43,1990,简装,有,430,95,0,3,71,2048,415
东城,3室1厅1厨1卫,中楼层(共14层),114.39,2000,简装,有,1090,168,1,22,35,3647,1028
东城,2室1厅1厨1卫,中楼层(共6层),85.16,2009,精装,有,875,151,1,27,46,1083,860
东城,1室1厅1厨1卫,中楼层(共27层),73.93,2004,精装,有,570,43,1,13,31,970,560
东城,3室1厅1厨1卫,底层(共6层),55.07,1987,毛坯,无,566,57,1,27,27,784,555
东城,2室1厅1厨1卫,低楼层(共6层),55.12,1996,精装,无,588,58,0,32,155,1777,579
东城,1室1厅1厨1卫,中楼层(共12层),47.18,2002,其他,有,390,50,1,1,44,685,384.5
东城,3室1厅1厨1卫,高楼层(共12层),95.49,2004,简装,有,920,271,1,381,659,13126,890
东城,2室1厅1厨1卫,中楼层(共29层),60.79,2009,简装,有,570,30,0,7,0,5,567
东城,2室1厅1厨1卫,底层(共5层),48.13,1970,其他,无,405,9,0,16,22,365,388
东城,3室1厅1厨2卫,中楼层(共8层),174.76,2003,精装,有,2237,326,1,76,74,11964,2100
东城,1室1厅1厨1卫,顶层(共6层),36.72,1981,其他,无,351,16,1,29,33,342,347
东城,2室1厅1厨1卫,中楼层(共7层),66.35,2002,精装,无,760,2,0,0,3,25,750
东城,1室1厅1厨1卫,中楼层(共11层),56.53,2005,简装,有,418,82,1,39,38,867,416
东城,1室1厅1厨1卫,顶层(共7层),41.64,1990,其他,无,420,25,1,16,45,584,416
东城,2室1厅1厨1卫,地下室(共5层),61.3,1985,简装,无,426,156,1,19,54,4547,392
东城,2室1厅1厨1卫,低楼层(共16层),63.67,1993,精装,有,660,26,0,69,26,974,630
东城,1室1厅1厨1卫,中楼层(共8层),60.29,2005,其他,有,450,55,0,4,0,暂无数据,430
东城,1室1厅1厨1卫,中楼层(共10层),55.4,2006,精装,有,580,55,1,59,23,1285,567
东城,2室1厅1厨1卫,中楼层(共5层),48.76,1985,精装,无,630,30,0,33,22,736,610
东城,2室2厅1厨1卫,顶层(共6层),107.9,2000,简装,无,890,180,1,23,75,5448,845
东城,1室0厅1厨1卫,中楼层(共17层),47.09,2007,其他,有,480,147,1,4,0,1,470
东城,2室1厅1厨1卫,中楼层(共5层),48.64,1970,其他,无,410,36,0,17,16,597,393
东城,3室1厅1厨1卫,高楼层(共29层),79.67,2009,精装,有,696,86,1,64,151,1633,680
东城,1室1厅1厨1卫,顶层(共4层),64.95,1990,其他,无,800,110,1,39,53,2656,735
东城,3室1厅1厨1卫,中楼层(共29层),79.67,2009,精装,有,695,44,0,23,57,760,681
东城,2室1厅1厨1卫,顶层(共5层),56.13,1986,精装,无,558,321,1,123,202,8328,544
东城,1室1厅1厨1卫,高楼层(共13层),60.53,2003,精装,有,640,114,1,18,31,2261,630
东城,2室1厅1厨1卫,中楼层(共17层),69.71,1988,精装,有,670,540,1,4,131,11447,625
东城,2室1厅1厨1卫,中楼层(共6层),55.85,1990,简装,无,670,108,0,8,11,726,600
东城,3室1厅1厨1卫,高楼层(共14层),98.44,2002,其他,有,1088,9,0,12,1,14,1072
东城,3室1厅1厨1卫,中楼层(共16层),78.89,1992,简装,有,836,79,0,58,41,1938,765
东城,2室1厅1厨1卫,低楼层(共16层),75.3,2006,其他,有,690,344,1,45,63,5780,688
东城,1室1厅1厨1卫,中楼层(共6层),36.7,1990,简装,无,420,8,0,3,4,79,410
东城,1室1厅1厨1卫,底层(共6层),40.95,1988,简装,无,450,19,1,7,14,474,394.6
东城,2室1厅1厨1卫,高楼层(共15层),73.42,2007,简装,有,520,251,1,68,293,6715,510
东城,3室1厅1厨1卫,中楼层(共18层),88.18,2005,精装,有,820,143,1,101,68,2167,812
东城,2室1厅1厨1卫,中楼层(共14层),70.94,1989,其他,有,624,340,1,31,86,5409,623
东城,1室1厅1厨1卫,中楼层(共14层),42.64,1986,精装,有,425,24,0,8,48,451,424
东城,2室1厅1厨1卫,中楼层(共18层),83.26,2005,精装,有,749,49,0,13,38,1159,720
东城,1室1厅1厨1卫,高楼层(共6层),42.61,1994,精装,无,488,16,1,19,16,256,458
东城,3室1厅1厨1卫,底层(共5层),67.39,1979,简装,无,560,43,0,27,98,1289,555
东城,1室1厅1厨1卫,低楼层(共6层),41.18,1996,简装,无,480,176,1,7,13,413,475
东城,2室1厅1厨1卫,高楼层(共30层),137.03,1998,其他,有,1050,3,0,5,0,1,995
东城,3室1厅1厨1卫,中楼层(共16层),65.35,1993,其他,有,680,5,0,13,0,11,678
东城,2室1厅1厨1卫,顶层(共12层),95,2009,简装,有,635,351,1,71,227,8026,630
东城,3室1厅1厨1卫,底层(共6层),83.4,1990,简装,无,780,270,1,80,176,5958,735
东城,1室1厅1厨1卫,中楼层(共16层),51.85,2006,精装,有,518,31,0,26,9,248,498
东城,1室1厅1厨1卫,低楼层(共27层),73.93,2004,精装,有,590,46,0,7,22,1024,560
东城,1室1厅1厨1卫,中楼层(共21层),55.73,2003,简装,有,699,695,1,18,108,15449,670
东城,3室1厅1厨1卫,地下室(共5层),80.3,2002,毛坯,无,430,45,1,30,30,1142,405
东城,3室1厅1厨1卫,低楼层(共6层),69.44,1985,简装,无,650,27,1,16,75,859,640
东城,1室1厅1厨1卫,中楼层(共16层),61.99,2006,其他,有,585,21,0,19,11,188,574
东城,1室1厅1厨1卫,低楼层(共14层),48.9,1980,其他,有,435,7,0,9,7,171,415
东城,2室1厅1厨1卫,低楼层(共6层),49.67,1975,其他,无,570,4,0,12,0,5,525
东城,2室1厅1厨1卫,低楼层(共13层),63.93,1980,精装,有,575,658,1,50,301,15256,555
东城,3室1厅1厨1卫,底层(共6层),73.71,1985,其他,无,660,40,1,35,47,1146,630
东城,2室1厅1厨1卫,高楼层(共18层),66.44,2005,简装,有,590,6,1,3,14,173,585
东城,1室1厅1厨1卫,底层(共6层),39.57,1993,精装,无,570,341,1,76,67,7059,545
东城,2室1厅1厨1卫,中楼层(共5层),49.38,1980,其他,无,530,7,1,8,42,317,526
东城,2室1厅1厨1卫,低楼层(共9层),53.85,1990,简装,有,599,67,1,6,26,1216,550
东城,2室1厅1厨1卫,高楼层(共24层),83.61,2008,其他,有,539,53,1,33,135,1463,515
东城,1室1厅1厨1卫,底层(共6层),43.65,1988,其他,无,580,471,1,27,87,11734,528
东城,3室1厅1厨1卫,低楼层(共16层),88.71,2003,精装,有,890,157,1,2,59,3602,811
东城,1室0厅0厨1卫,中楼层(共23层),63.01,2009,精装,有,450,40,1,5,0,3,425
东城,1室1厅1厨1卫,高楼层(共16层),56.81,2004,其他,有,570,33,1,25,36,857,555
东城,2室1厅1厨1卫,中楼层(共17层),76.43,2005,精装,有,680,42,1,44,54,1224,680
东城,3室1厅1厨1卫,高楼层(共18层),80.17,1991,简装,有,700,331,1,31,79,9021,678
东城,2室1厅1厨1卫,中楼层(共16层),48.96,1988,其他,有,490,2,0,2,0,2,485
东城,1室0厅1厨1卫,中楼层(共10层),53.39,2003,精装,有,455,2,0,1,0,2,445.1
东城,2室2厅1厨1卫,中楼层(共5层),105.81,1995,简装,无,868,461,1,102,345,13493,850
东城,2室1厅1厨1卫,低楼层(共21层),69.27,1990,毛坯,有,668,63,1,83,59,1203,640
东城,2室1厅1厨1卫,高楼层(共6层),81.96,1995,其他,无,799,91,1,63,55,1931,779
东城,1室1厅1厨1卫,低楼层(共16层),55.1,2004,其他,有,620,222,1,37,60,4992,584.2
东城,1室1厅1厨1卫,中楼层(共9层),51.1,1990,简装,有,509,549,1,59,170,14974,485
东城,3室1厅1厨1卫,低楼层(共18层),90.39,1990,简装,有,930,249,1,59,52,3850,870
东城,2室1厅1厨1卫,顶层(共6层),58.27,1990,精装,无,555,108,1,12,51,2808,540
东城,2室1厅1厨1卫,中楼层(共14层),61.39,1990,简装,有,620,17,0,14,1,22,581
东城,1室1厅1厨1卫,顶层(共7层),27,2004,精装,有,385,76,1,18,0,7,370
东城,2室1厅1厨1卫,中楼层(共18层),56.67,1990,简装,有,368,18,0,9,108,637,358
东城,2室1厅1厨1卫,中楼层(共7层),58.77,1980,其他,无,380,86,0,8,0,1,360
东城,2室1厅1厨1卫,中楼层(共9层),71.78,1994,精装,有,510,106,1,43,160,2501,488
东城,3室1厅1厨1卫,中楼层(共15层),111.7,2004,精装,有,855,74,1,7,43,738,849
东城,1室1厅1厨1卫,低楼层(共18层),42.28,1994,简装,有,420,39,0,18,59,811,408
东城,3室2厅1厨2卫,顶层(共6层),112.81,2002,精装,暂无数据,1140,36,1,9,22,740,1096
东城,1室1厅0厨1卫,中楼层(共18层),37.4,2004,其他,有,360,8,0,5,1,7,358
东城,1室1厅1厨1卫,低楼层(共12层),32.89,1979,简装,有,385,9,1,3,8,32,359.5
东城,3室2厅1厨1卫,高楼层(共6层),150.75,2000,简装,无,1700,244,1,33,53,5566,1550
东城,2室2厅1厨1卫,顶层(共5层),105.16,1995,精装,无,830,14,0,7,35,400,820
东城,2室1厅1厨1卫,中楼层(共16层),73.77,2003,精装,有,728,182,1,70,31,1386,715
东城,2室1厅1厨1卫,中楼层(共5层),61.57,1987,简装,无,698,4,0,1,9,93,673
东城,1室1厅1厨1卫,低楼层(共16层),66.43,2004,精装,有,475,422,1,304,435,13229,460
东城,1室0厅1厨1卫,高楼层(共16层),67.06,2009,精装,有,560,262,1,110,51,4980,550
东城,2室1厅1厨1卫,中楼层(共13层),57.23,1979,简装,有,545,65,1,15,58,1555,530
东城,2室1厅1厨1卫,高楼层(共12层),56.08,1980,精装,有,530,350,1,44,416,9763,520
东城,1室1厅1厨1卫,中楼层(共14层),38.28,1992,精装,有,405,20,0,35,50,634,398
东城,1室1厅1厨1卫,低楼层(共10层),61.09,2000,简装,有,562,28,0,31,0,10,533
东城,3室2厅1厨2卫,中楼层(共23层),146.95,2005,精装,有,1560,170,1,36,40,2226,1480
东城,1室2厅1厨1卫,高楼层(共23层),62.65,2006,精装,有,660,40,1,8,0,30,635
东城,4室1厅1厨1卫,顶层(共5层),86.67,1976,简装,无,800,79,1,51,89,2463,773
东城,3室1厅1厨2卫,底层(共6层),82.64,1997,其他,无,930,33,1,71,1,82,900
东城,2室1厅1厨1卫,低楼层(共6层),68.44,1990,简装,无,550,48,1,23,66,707,550
东城,2室1厅1厨1卫,中楼层(共21层),71.68,2003,简装,有,920,205,1,21,34,4496,889
东城,1室1厅1厨1卫,底层(共6层),55.86,2003,精装,无,608,9,0,4,21,267,599
东城,1室1厅1厨1卫,顶层(共6层),40.98,1996,简装,无,475,7,0,9,13,217,462.5
东城,1室1厅1厨1卫,中楼层(共10层),55.4,2006,精装,有,578,13,0,11,9,347,568
东城,1室0厅1厨1卫,低楼层(共15层),42.85,2008,精装,有,510,127,1,22,27,2823,508
东城,2室1厅1厨1卫,中楼层(共18层),91.78,2004,简装,有,639,210,1,62,71,4890,639
东城,3室1厅1厨1卫,高楼层(共6层),83.7,未知,简装,无,935,99,1,18,29,2715,890
东城,2室1厅1厨1卫,顶层(共6层),58.28,1988,简装,暂无数据,583,42,0,4,36,922,568
东城,2室1厅1厨1卫,低楼层(共6层),64.74,1996,精装,无,490,429,1,48,448,10610,473
东城,1室1厅1厨1卫,高楼层(共18层),47.27,1990,简装,有,489,31,0,15,19,619,470
东城,2室1厅1厨1卫,底层(共7层),55.8,1990,精装,无,390,205,1,6,304,6490,370
东城,2室1厅1厨1卫,高楼层(共11层),72.57,2002,精装,有,980,40,0,5,15,188,951.8
东城,4室2厅1厨1卫,中楼层(共18层),169.96,2004,精装,有,1427,17,1,4,4,70,1375
东城,2室1厅1厨1卫,低楼层(共6层),60.98,1994,毛坯,无,458,8,1,18,14,168,440
